Source,Env.,Sex,Stage,Species,Family,Order,Voltinism,Latitude,Longitude,Location,Altitude (m.a.s.l),Body Size,Original Units,Dry Mass (mg),LN Dry Mass,Notes
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,14.68,Forewing L (mm),38.55,3.65,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,14.92,Forewing L (mm),39.22,3.67,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.06,Forewing L (mm),39.62,3.68,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.16,Forewing L (mm),39.89,3.69,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.33,Forewing L (mm),40.36,3.70,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.48,Forewing L (mm),40.76,3.71,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.57,Forewing L (mm),41.03,3.71,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.72,Forewing L (mm),41.43,3.72,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.89,Forewing L (mm),41.90,3.74,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,15.98,Forewing L (mm),42.17,3.74,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,16.10,Forewing L (mm),42.50,3.75,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,16.51,Forewing L (mm),43.64,3.78,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,16.61,Forewing L (mm),43.91,3.78,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,17.02,Forewing L (mm),45.05,3.81,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,17.43,Forewing L (mm),46.19,3.83,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",610,18.28,Forewing L (mm),48.53,3.88,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,12.65,Forewing L (mm),32.92,3.49,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,12.91,Forewing L (mm),33.66,3.52,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,13.64,Forewing L (mm),35.67,3.57,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,13.74,Forewing L (mm),35.94,3.58,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,13.86,Forewing L (mm),36.27,3.59,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,14.03,Forewing L (mm),36.74,3.60,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,15.21,Forewing L (mm),40.03,3.69,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,15.81,Forewing L (mm),41.70,3.73,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",640,16.25,Forewing L (mm),42.91,3.76,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",797,13.04,Forewing L (mm),34.01,3.53,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",797,13.23,Forewing L (mm),34.54,3.54,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",917,14.01,Forewing L (mm),36.69,3.60,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",917,14.13,Forewing L (mm),37.03,3.61,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",917,14.66,Forewing L (mm),38.50,3.65,
Sullivan & Miller 2007. J. Lepidopterists’ Soc. 61: 72–77,Terrestrial,M,Adult,Eubaphe mendica,Geometridae,Lepidoptera,>1,NA,NA,"North Carolina, USA",917,14.78,Forewing L (mm),38.84,3.66,
