"edv_code","species","family","individuals_measured","sex_measured","saproxylic_beetle_europe","saproxylic_beetle_germany","rl_cat_germany","rl_population_current_germnany","sexual_dimorphism_regarding_13_traits_extinction_risk_analyses","sexual_dimorphism_comment","sexual_dimorphism_other_morphological_charact","mean_body_length_literature","colour_lightness","mass","body_length","body_width","body_height","body_roundness","head_length","head_width","pronotum_length","pronotum_width","elytra_length","elytra_width","wing_length","wing_width","wing_area","wing_aspect","wing_load","antenna_length","mandible_length","proximal_mandible_width","mandible_aspect","eye_length","eye_area","front_femur_length","front_femur_width","front_tibia_length","mid_femur_length","mid_femur_width","mid_tibia_length","hind_femur_length","hind_femur_width","hind_tibia_length","hairiness_head_dorsal","hairiness_pronotum_dorsal","hairiness_abdomen_dorsal","hairiness_abdomen_ventral","hairiness_total","residuals_body_width","residuals_head_length","residuals_wing_length","residuals_wing_load","residuals_front_femur_length","residuals_antenna_length","residuals_eye_length"
"51","21-.002-.001-.","Ptenidium_gressneri","Ptiliidae",1,NA,1,1,"3","s",0,"","",0.93,117.09,0.092,1.008,0.541,0.426,0.787,0.229,0.312,0.267,0.442,0.662,0.229,NA,NA,NA,NA,NA,0.209,NA,NA,NA,0.071,0.004,0.208,0.065,0.203,NA,0.064,0.219,0.203,0.057,0.227,0,0,0,0,0,0.137,0.116,NA,NA,-0.041,-0.493,-0.144
"52","21-.002-.003-.","Ptenidium_turgidum","Ptiliidae",1,NA,1,1,"G","s",0,"","",0.975,92.74,0.09,1.025,0.504,0.36,0.714,0.235,0.342,0.289,0.491,0.734,0.365,NA,NA,0.911,NA,0.099,0.341,0.101,0.043,0.426,0.077,0.005,0.215,0.077,0.191,0.227,0.076,0.212,0.21,0.061,0.227,72.289,49.587,52.925,48,55.7,0.051,0.126,NA,0.078,-0.023,-0.019,-0.077
"53","21-.009-.002-.","Ptiliolum_caledonicum","Ptiliidae",1,NA,1,1,"D","ss",0,"","",0.84,NA,0.007,0.83,0.398,0.274,0.688,0.2,0.257,0.228,0.327,0.528,0.212,1.371,0.762,0.822,1.799,0.009,0.381,0.072,0.093,1.292,0.08,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.191,85.366,100.503,84.337,80.849,0.004,0.159,0.187,-2.166,NA,0.282,0.138
"54","21-.012-.002-.","Ptinella_limbata","Ptiliidae",2,NA,1,1,"*","h",0,"","",0.825,135.08,0.007,0.807,0.331,0.212,0.639,0.22,0.259,0.198,0.32,0.408,0.167,NA,NA,NA,NA,NA,0.326,NA,NA,NA,0.058,0.003,0.164,0.064,0.158,0.185,0.072,0.183,0.158,0.075,NA,79.439,65.068,96.154,68.404,77.266,-0.155,0.277,NA,NA,-0.079,0.152,-0.169
"55","21-.012-.003-.","Ptinella_denticollis","Ptiliidae",1,NA,1,1,"G","ss",0,"","",0.775,106.57,0.012,0.652,0.31,0.197,0.635,0.2,0.212,0.18,0.272,0.302,0.148,NA,NA,NA,NA,NA,0.277,0.034,0.026,0.765,0.034,0.001,0.158,0.057,0.14,0.163,0.059,0.147,0.147,0.058,0.162,79.208,110.294,105.59,54.795,87.472,-0.029,0.38,NA,NA,0.081,0.181,-0.516
"56","21-.012-.004-.","Ptinella_aptera","Ptiliidae",1,NA,1,1,"*","h",0,"","",0.7,137.63,0.027,1.039,0.32,0.23,0.719,0.17,0.262,0.228,0.326,0.382,0.192,0.954,0.592,0.502,1.611,0.054,0.34,0.118,0.074,0.627,0.058,0.003,0.163,0.089,0.184,0.164,0.071,0.187,0.189,0.075,0.179,33.333,115.385,109.195,86.42,86.083,-0.416,-0.21,-0.367,-0.544,-0.312,-0.034,-0.372
"57","21-.012-.006-.","Ptinella_tenella","Ptiliidae",1,NA,1,1,"G","s",0,"","",0.55,124.27,NA,0.741,0.246,0.125,0.508,0.156,0.197,0.133,0.204,0.261,0.119,NA,NA,NA,NA,NA,0.282,NA,NA,NA,0.055,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.667,203.883,145.695,NA,130.415,-0.375,0.014,NA,NA,NA,0.084,-0.142
"58","21-.013-.001-.","Pteryx_suturalis","Ptiliidae",3,NA,1,1,"*","sh",0,"","",0.8,137.45,0.071,1.147,0.533,0.344,0.644,0.246,0.334,0.33,0.514,0.61,0.27,NA,NA,NA,NA,NA,0.439,0.145,0.057,0.393,0.088,0.006,0.226,0.102,0.211,0.246,0.1,0.257,0.282,0.102,0.266,41.825,67.729,58.161,38.877,51.648,0.006,0.069,NA,NA,-0.077,0.132,-0.043
"59","21-.017-.001-.","Baeocrara_variolosa","Ptiliidae",2,NA,1,1,"*","mh",0,"","",0.95,122.09,0.054,1.058,0.491,0.305,0.621,0.222,0.317,0.266,0.485,0.661,0.237,1.119,0.704,0.654,1.589,0.083,0.411,0.093,0.037,0.4,0.079,0.006,0.22,0.079,0.175,0.231,0.09,0.194,0.207,0.078,0.203,99.631,79.268,55.432,81.264,78.899,-0.004,0.04,-0.223,-0.133,-0.029,0.138,-0.084
"60","23-.002-.001-.","Siagonium_quadricorne","Staphylinidae",1,"male",1,1,"*","s",1,"male: head much larger, front angles horn-like; antennae about 1/3 longer than in female; mandibles much longer","",4,135.33,1.337,4.831,1.049,0.577,0.55,0.759,1.084,0.679,1.011,1.149,0.484,4.016,1.539,4.692,2.609,0.285,3.792,0.565,0.244,0.432,0.188,0.029,0.673,0.243,0.622,0.587,0.188,0.577,0.643,0.241,0.653,31.915,78.74,40.404,28.761,44.955,-0.607,-0.125,-0.244,-0.384,-0.293,0.992,-0.48
"61","23-.0022.001-.","Scaphidium_quadrimaculatum","Staphylinidae",1,NA,1,1,"*","h",0,"","",5.25,NA,27.821,8.522,3.245,2.398,0.739,1.3,1.21,1.628,2.505,3.258,1.741,6.648,2.289,11.758,2.904,2.366,2.138,0.228,0.091,0.399,0.556,0.184,1.539,0.365,1.341,1.745,0.342,1.773,1.78,0.379,1.909,0,0,0,9.95,2.488,0.013,-0.108,-0.225,1.175,0.017,-0.092,0.13
"62","23-.0023.001-.","Scaphisoma_agaricinum","Staphylinidae",1,NA,1,1,"*","sh",0,"","",2.2,NA,1.081,2.004,1.211,0.914,0.755,0.522,0.507,0.593,1.017,1.354,0.536,2.822,1.054,2.291,2.677,0.472,0.878,0.201,0.061,0.303,0.224,0.025,0.469,0.114,0.335,0.454,0.121,0.458,0.528,0.117,0.509,0,0,0,10.846,2.711,0.326,0.308,0.156,0.983,0.147,0.323,0.431
"63","23-.0023.002-.","Scaphisoma_inopinatum","Staphylinidae",2,NA,1,1,"R","es",0,"","",1,NA,0.856,2.849,1.843,1.423,0.772,0.778,0.803,1.162,1.62,1.786,0.913,4.18,1.57,4.92,2.662,0.174,1.203,0.256,0.136,0.532,0.362,0.078,0.677,0.178,0.47,0.696,0.207,0.686,0.783,0.203,0.825,23.222,19.136,17.382,14.907,18.662,0.43,0.384,0.248,-0.359,0.193,0.32,0.617
"64","23-.0023.003-.","Scaphisoma_boleti","Staphylinidae",1,NA,1,1,"*","h",0,"","",1,NA,0.988,1.922,1.239,0.908,0.733,0.481,0.513,0.707,1.056,1.227,0.615,3.635,1.079,2.123,3.369,0.465,NA,0.149,0.019,0.128,0.196,0.027,0.429,0.114,0.346,0.489,0.118,0.458,0.535,0.121,0.537,0,5.758,9.756,0,3.879,0.386,0.265,0.444,1.011,0.095,NA,0.332
"65","23-.0023.005-.","Scaphisoma_boreale","Staphylinidae",1,NA,1,1,"R","es",0,"","",2.5,NA,0.559,3.273,2.021,1.549,0.766,0.78,0.783,1.12,1.521,1.914,1.038,3.841,1.598,4.658,2.404,0.12,1.524,0.177,0.159,0.898,0.366,0.08,0.67,0.159,0.557,0.7,0.191,0.71,0.804,0.205,0.807,15.345,17.128,12.846,20.718,16.509,0.398,0.26,0.045,-0.867,0.057,0.432,0.512
"66","23-.0023.006-.","Scaphisoma_subalpinum","Staphylinidae",1,NA,1,1,"D","ss",0,"","",2.2,NA,1.528,4.55,2.26,1.591,0.704,0.75,0.918,1.429,1.888,2.288,1.157,5.403,2.06,8.326,2.623,0.184,1.651,0.229,0.169,0.738,0.443,0.122,0.806,0.219,0.626,0.863,0.229,0.832,1.035,0.247,1.029,22.624,19.048,15.071,32.028,22.193,0.214,-0.082,0.104,-0.766,-0.059,0.215,0.427
"67","23-.0023.007-.","Scaphisoma_balcanicum","Staphylinidae",1,NA,1,1,"D","s",0,"","",2,NA,1.91,3.485,1.526,1.238,0.811,0.706,0.599,0.999,1.293,1.508,0.813,3.345,1.345,3.372,2.487,0.566,1.141,0.2,0.101,0.505,0.322,0.054,0.572,0.163,0.377,0.577,0.156,0.565,0.674,0.19,0.708,7.092,17.268,21.25,33.43,19.76,0.061,0.102,-0.147,0.623,-0.159,0.086,0.331
"68","23-.0023.008-.","Scaphisoma_obenbergeri","Staphylinidae",1,NA,1,1,"R","es",0,"","",2,NA,1.159,2.687,1.618,1.346,0.832,0.46,0.605,0.856,1.346,1.593,0.788,3.558,1.453,4.183,2.449,0.277,1.152,0.233,0.082,0.352,0.307,0.05,0.411,0.136,0.334,0.442,0.18,0.527,0.612,0.213,0.657,36.424,34.175,22.843,NA,31.147,0.353,-0.087,0.137,0.163,-0.252,0.33,0.501
"69","23-.005-.001-.","Phloeocharis_subtilissima","Staphylinidae",1,NA,1,1,"*","sh",0,"","",1.75,142.15,0.206,2.683,0.467,0.409,0.876,0.332,0.343,0.327,0.46,0.465,0.208,1.404,0.533,0.554,2.634,0.372,0.51,0.097,0.022,0.227,0.097,0.005,0.276,0.099,0.216,0.279,0.098,0.243,0.288,0.09,0.315,38.462,51.383,91.346,70.248,62.86,-0.889,-0.412,-0.792,0.459,-0.649,-0.484,-0.65
"70","23-.006-.002-.","Olisthaerus_substriatus","Staphylinidae",1,NA,1,1,"R","es",0,"","",5,118.82,2.653,6.454,1.302,0.78,0.599,0.908,0.954,0.934,1.252,1.354,0.657,4.26,1.643,5.352,2.593,0.496,1.533,0.388,0.174,0.448,0.256,0.043,0.711,0.221,0.577,0.8,0.231,0.746,0.917,0.252,0.934,4.556,1.58,23.85,18.868,12.213,-0.651,-0.212,-0.432,-0.115,-0.502,-0.174,-0.413
"71","23-.011-.001-.","Acrulia_inflata","Staphylinidae",2,NA,1,1,"*","mh",0,"","",2.25,132.78,0.784,3.291,1.276,0.745,0.584,0.532,0.639,0.626,1.023,1.273,0.661,3.443,1.375,3.829,2.504,0.205,1.033,0.294,0.209,0.711,0.18,0.026,0.517,0.179,0.43,0.516,0.165,0.507,0.642,0.156,0.545,3.968,7.944,0,2.457,3.592,-0.067,-0.128,-0.069,-0.338,-0.208,0.038,-0.205
"72","23-.014-.001-.","Phyllodrepa_melanocephala","Staphylinidae",1,NA,1,1,"*","s",0,"","",3,121.21,1.474,7.725,1.873,1.126,0.601,1.071,1.028,1.093,1.479,1.979,0.961,5.316,NA,NA,NA,NA,1.815,0.344,0.161,0.468,0.327,0.087,0.803,0.281,0.687,0.897,0.32,0.798,0.929,0.256,0.88,11.521,6.757,3.226,21.622,10.781,-0.448,-0.212,-0.365,NA,-0.544,-0.168,-0.319
"73","23-.0141.001-.","Hapalaraea_pygmaea","Staphylinidae",2,NA,1,1,"*","mh",0,"","",2.6,129.61,0.36,2.956,0.997,0.502,0.503,0.488,0.488,0.453,0.701,0.945,0.467,2.674,1.157,2.368,2.312,0.152,0.75,0.133,0.048,0.362,0.18,0.021,0.432,0.139,0.329,0.398,0.131,0.389,0.396,0.135,0.414,62.687,58.904,43.71,35.857,50.289,-0.217,-0.117,-0.231,-0.53,-0.291,-0.186,-0.116
"74","23-.0142.001-.","Hypopycna_rufula","Staphylinidae",1,NA,1,1,"*","s",0,"","",3,115.17,0.323,2.38,0.795,0.443,0.557,0.393,0.471,0.391,0.581,0.785,0.398,2.33,0.724,1.255,3.218,0.257,0.961,0.174,0.074,0.425,0.134,0.013,0.36,0.115,0.247,0.383,0.102,0.39,0.39,0.096,0.426,24.39,24.055,20.101,42.056,27.65,-0.249,-0.133,-0.183,0.209,-0.275,0.258,-0.227
"75","23-.0143.003-.","Dropephylla_linearis","Staphylinidae",2,NA,1,1,"D","ss",0,"","",3,107.33,0.548,3.102,0.8,0.452,0.565,0.425,0.555,0.525,0.673,0.95,0.405,3.558,1.413,4.138,2.518,0.132,0.712,0.249,0.093,0.372,0.157,0.017,0.522,0.16,0.475,0.555,0.177,0.523,0.596,0.178,0.571,0,1.259,0,29.268,7.632,-0.48,-0.298,0.014,-0.716,-0.144,-0.281,-0.293
"76","23-.0143.004-.","Dropephylla_ioptera","Staphylinidae",2,NA,1,1,"*","sh",0,"","",2,112.09,0.485,2.878,0.761,0.461,0.606,0.425,0.484,0.486,0.621,0.888,0.388,2.65,1.01,2.062,2.624,0.235,0.733,0.164,0.08,0.488,0.163,0.02,0.366,0.118,0.363,0.366,0.115,0.408,0.395,0.11,0.441,37.406,26.989,27.062,35.99,31.862,-0.464,-0.231,-0.217,-0.068,-0.431,-0.185,-0.193
"77","23-.016-.005-.","Phloeonomus_pusillus","Staphylinidae",2,NA,1,1,"*","sh",0,"","",2,121.96,0.116,3.033,0.7,0.363,0.519,0.407,0.47,0.414,0.567,0.869,0.45,2.681,1.212,2.197,2.212,0.053,0.601,0.122,0.083,0.683,0.147,0.016,0.327,0.125,0.307,0.353,0.113,0.302,0.352,0.124,0.357,31.414,54.645,61.693,25.788,43.385,-0.594,-0.321,-0.25,-1.618,-0.591,-0.43,-0.34
"78","23-.016-.006-.","Phloeonomus_punctipennis","Staphylinidae",1,NA,1,1,"*","sh",0,"","",2,112.62,0.1,2.681,0.552,0.498,0.902,0.372,0.345,0.315,0.413,0.6,0.288,1.737,0.794,1.018,2.188,0.098,0.479,0.118,0.021,0.178,0.125,0.008,0.325,0.091,0.251,0.304,0.093,0.263,0.304,0.092,0.308,0,0,0,18.657,4.664,-0.721,-0.298,-0.578,-0.872,-0.485,-0.546,-0.396
"79","23-.016-.0061.","Phloeonomus_sjoebergi","Staphylinidae",1,NA,1,0,NA,NA,0,"","",NA,NA,0.08,2.652,0.83,0.362,0.436,0.424,0.554,0.475,0.657,0.879,0.418,2.492,1.134,2.039,2.198,0.039,0.709,0.177,0.114,0.644,0.173,0.025,0.398,0.146,0.35,0.386,0.136,0.353,0.417,0.141,0.468,90.09,125.373,120.393,24.096,89.988,-0.303,-0.157,-0.208,-1.779,-0.273,-0.144,-0.062
"80","23-.0161.001-.","Xylostiba_monilicornis","Staphylinidae",2,NA,1,1,"*","s",0,"","",3,124.63,0.607,3.976,0.965,0.548,0.568,0.548,0.55,0.536,0.71,1.137,0.477,3.648,1.488,4.31,2.452,0.141,0.94,0.198,0.098,0.492,0.185,0.023,0.454,0.174,0.371,0.478,0.162,0.441,0.483,0.139,0.551,6.073,1.408,13.416,19.447,10.086,-0.516,-0.272,-0.173,-0.899,-0.51,-0.227,-0.333
"81","23-.0162.001-.","Phloeostiba_plana","Staphylinidae",2,NA,1,1,"*","h",0,"","",2.75,NA,0.42,3.103,0.751,0.495,0.658,0.408,0.536,0.48,0.628,0.713,0.383,2.207,0.968,1.606,2.281,0.261,0.648,0.153,0.047,0.308,0.172,0.02,0.408,0.136,0.315,0.38,0.13,0.308,0.409,0.127,0.373,7.092,15.337,17.632,23.377,15.86,-0.544,-0.34,-0.464,-0.037,-0.391,-0.375,-0.202
"82","23-.0162.002-.","Phloeostiba_lapponica","Staphylinidae",2,NA,1,1,"*","h",0,"","",2.25,NA,0.35,2.777,0.861,0.412,0.479,0.412,0.505,0.464,0.622,0.907,0.399,3.398,1.263,3.261,2.691,0.107,0.733,0.222,0.08,0.361,0.154,0.017,0.458,0.168,0.412,0.498,0.181,0.455,0.538,0.16,0.535,9.009,6.462,5.841,19.465,10.194,-0.308,-0.229,0.063,-0.819,-0.174,-0.152,-0.22
"83","23-.017-.004-.","Xylodromus_testaceus","Staphylinidae",1,NA,1,0,"*","mh",0,"","",2.5,131.09,0.651,3.109,0.771,0.654,0.848,0.457,0.492,0.448,0.613,0.878,0.416,2.582,1.087,2.141,2.375,0.304,0.773,0.138,NA,NA,0.195,0.018,0.383,0.125,0.35,0.393,0.109,0.362,0.411,0.106,0.409,11.111,17.241,36.058,0,16.103,-0.519,-0.228,-0.309,0.113,-0.456,-0.201,-0.075
"84","23-.023-.001-.","Phyllodrepoidea_crenata","Staphylinidae",1,NA,1,1,"*","s",0,"","",5,NA,1.526,4.202,1.345,0.87,0.647,0.601,0.72,0.704,1.025,1.393,0.574,4.143,1.783,5.853,2.324,0.261,1.332,0.353,0.178,0.504,0.176,0.032,0.525,0.185,0.564,0.744,0.192,0.695,0.609,0.223,0.764,33.333,35.156,24.39,NA,30.96,-0.233,-0.231,-0.093,-0.336,-0.415,0.072,-0.429
"85","23-.036-.001-.","Eudectus_giraudi","Staphylinidae",3,NA,1,0,"1","es",0,"","",2.75,130.92,0.345,2.746,0.89,0.566,0.636,0.476,0.526,0.447,0.621,0.888,0.426,3.278,1.279,3.443,2.564,0.1,0.916,0.159,0.041,0.258,0.157,0.019,0.596,0.161,0.436,0.591,0.138,0.53,0.623,0.119,0.587,43.546,31.216,34.822,45.421,38.751,-0.264,-0.074,0.036,-0.875,0.099,0.081,-0.188
"86","23-.037-.003-.","Coryphium_angusticolle","Staphylinidae",2,NA,1,1,"*","s",0,"","",3,120.46,0.384,4.449,1.182,0.526,0.445,0.737,0.762,0.688,0.681,1.219,0.568,2.76,1.02,2.257,2.706,0.17,1.402,0.314,0.108,0.344,0.221,0.033,0.58,0.149,0.588,0.708,0.117,0.682,0.728,0.126,0.793,39.548,16.31,20.166,35.242,27.817,-0.414,-0.079,-0.548,-0.821,-0.368,0.071,-0.249
"87","23-.054-.002-.","Oxyporus_maxillosus","Staphylinidae",1,"male",1,1,"*","s",1,"male: head much larger than in female","",9.5,122.09,34.183,11.34,3.098,2.39,0.771,2.158,2.428,1.746,2.153,2.49,1.597,8.338,3.244,20.786,2.57,1.645,1.944,2.168,0.67,0.309,0.75,0.355,1.83,0.399,1.648,1.852,0.408,1.652,1.724,0.415,1.765,0,0,0,0,0,-0.289,0.136,-0.243,0.531,-0.07,-0.445,0.19
"88","23-.074-.001-.","Zeteotomus_brevicornis","Staphylinidae",1,NA,1,1,"R","es",0,"","",6,143.94,1.092,6.008,1.06,0.869,0.82,1.402,0.821,1.068,0.765,1.198,0.455,2.514,1.348,2.95,1.865,0.37,0.938,0.607,0.274,0.451,0.191,0.028,0.81,0.277,0.556,0.786,0.263,0.513,0.571,0.233,0.589,26.829,23.56,17.582,NA,22.657,-0.792,0.288,-0.899,-0.337,-0.307,-0.601,-0.646
"89","23-.078-.001-.","Nudobius_lentus","Staphylinidae",2,NA,1,1,"*","h",0,"","",7.5,132.85,3.072,8.414,1.132,0.786,0.694,1.209,0.994,1.214,0.931,1.418,0.597,4.121,2.302,5.807,1.791,0.529,1.583,0.629,0.247,0.392,0.266,0.058,1.1,0.325,0.829,0.999,0.348,0.874,1.051,0.282,0.806,4.52,5.435,18.425,14.395,10.694,-1.028,-0.17,-0.692,-0.31,-0.307,-0.381,-0.597
"90","23-.0801.001-.","Hypnogyra_angularis","Staphylinidae",2,NA,1,1,"*","mh",0,"","",6,143.92,3.241,8.046,1.14,0.843,0.74,1.005,0.898,1.23,0.951,1.485,0.614,4.12,1.68,5.19,2.452,0.624,1.219,0.594,0.236,0.397,0.235,0.04,0.702,0.212,0.551,0.685,0.225,0.664,0.667,0.203,0.695,5.513,5.556,6.52,3.704,5.323,-0.982,-0.313,-0.654,-0.101,-0.716,-0.603,-0.683
"91","23-.081-.001-.","Atrecus_affinis","Staphylinidae",1,NA,1,1,"*","h",0,"","",6.75,140.77,3.793,8.391,1.184,0.819,0.692,1.236,1.02,1.114,0.955,1.181,0.536,4.248,1.53,4.852,2.776,0.782,1.682,0.814,0.098,0.12,0.233,0.037,0.903,0.243,0.681,0.875,0.24,0.755,0.864,0.22,0.84,0,6.928,5.597,17.167,7.423,-0.981,-0.145,-0.66,0.083,-0.502,-0.318,-0.727
"92","23-.081-.003-.","Atrecus_pilicornis","Staphylinidae",1,NA,1,1,"*","ss",0,"","",6,134.16,1.598,6.475,1.149,0.726,0.632,1.084,0.994,1.112,0.933,1.3,0.568,4.153,1.631,4.91,2.546,0.325,1.55,0.921,0.43,0.467,0.238,0.038,0.813,0.234,0.702,0.78,0.21,0.678,0.836,0.225,0.823,6.424,2.141,10.256,13.201,8.006,-0.778,-0.038,-0.461,-0.539,-0.371,-0.166,-0.489
"93","23-.087-.001-.","Hesperus_rufipennis","Staphylinidae",1,NA,1,1,"2","ss",0,"","",9,126.67,9.243,10.488,2.072,1.835,0.886,1.421,1.528,1.624,1.556,2.234,0.866,NA,NA,NA,NA,NA,2.657,1.417,0.471,0.332,0.476,0.133,0.915,0.285,1.088,1.409,0.445,1.333,1.565,0.384,1.511,7.853,7.712,25.404,NA,13.657,-0.621,-0.21,NA,NA,-0.692,-0.062,-0.199
"94","23-.090-.009-.","Gabrius_splendidulus","Staphylinidae",1,NA,1,1,"*","sh",0,"","",5,142.19,1.535,5.988,0.879,0.637,0.725,0.818,0.611,0.799,0.661,0.999,0.428,3.01,1.231,2.75,2.445,0.558,1.228,0.38,0.068,0.179,0.225,0.028,0.6,0.189,0.41,0.63,0.206,0.585,0.627,0.189,0.63,0,0,30.374,52.632,20.751,-0.976,-0.248,-0.716,0.077,-0.604,-0.329,-0.48
"95","23-.090-.010-.","Gabrius_exspectatus","Staphylinidae",1,NA,1,1,"D","ss",0,"","",5,NA,0.98,8.231,1.563,1.083,0.693,1.353,1.022,1.451,1.118,1.706,0.791,5.104,2.042,7.851,2.5,0.125,2.077,0.581,0.134,0.231,0.391,0.08,0.952,0.28,0.779,1.027,0.338,0.817,1.135,0.294,1.056,1.996,1.792,19.206,21.333,11.082,-0.686,-0.037,-0.46,-1.733,-0.432,-0.09,-0.193
"96","23-.104-.0001-.","Quedius_dilatatus","Staphylinidae",1,NA,1,1,"*","mh",0,"","",NA,107.15,42.448,16.207,4.418,3.624,0.82,2.301,2.856,3.609,4.418,4.353,2.545,12.359,4.404,45.818,2.806,0.926,4.153,1.965,0.339,0.173,1.118,0.708,2.745,1.066,1.924,2.86,1.013,2.236,3.015,0.801,2.337,5.602,3.622,14.145,NA,7.79,-0.255,-0.128,-0.154,-0.393,0.01,-0.008,0.291
"97","23-.104-.002-.","Quedius_truncicola","Staphylinidae",1,NA,1,1,"V","s",0,"","",11,125.05,7.821,10.845,1.965,1.761,0.896,1.566,1.296,1.501,1.796,1.98,0.89,5.896,2.373,10.719,2.485,0.73,2.184,0.879,0.251,0.286,0.518,0.156,1.259,0.383,0.897,1.388,0.433,1.104,1.706,0.4,1.388,26.235,7.795,29.213,NA,21.081,-0.705,-0.144,-0.551,-0.238,-0.403,-0.288,-0.142
"98","23-.104-.004-.","Quedius_microps","Staphylinidae",1,NA,1,1,"3","s",0,"","",4,124.43,1.824,5.99,1.237,0.853,0.69,0.76,0.683,0.918,0.96,0.992,0.537,3.415,1.217,3.488,2.806,0.523,1.254,0.318,0.096,0.302,0.259,0.041,0.647,0.242,0.648,0.717,0.206,0.55,0.837,0.191,0.76,2.967,2.114,23.026,30.534,14.661,-0.635,-0.322,-0.59,0.012,-0.529,-0.308,-0.339
"99","23-.104-.014-.","Quedius_brevicornis","Staphylinidae",1,"male",1,1,"*","mh",1,"male: head much larger than in female","",10.75,142.11,8.812,11.856,2.754,2.409,0.875,1.851,2.222,2.398,2.738,2.787,1.319,8.057,3.134,20.34,2.571,0.433,3.033,1.713,0.605,0.353,0.673,0.32,1.747,0.445,1.249,1.804,0.559,1.442,1.953,0.542,1.462,8.101,5.113,16.679,NA,9.964,-0.447,-0.058,-0.315,-0.847,-0.157,-0.04,0.045
"100","23-.104-.018-.","Quedius_maurus","Staphylinidae",1,NA,1,1,"*","mh",0,"","",7.5,117.02,6.475,7.411,1.998,1.68,0.841,1.167,1.13,1.315,1.559,1.86,0.921,6.15,2.373,11.044,2.592,0.586,1.835,0.704,0.141,0.2,0.327,0.092,1.06,0.362,0.611,1.273,0.319,0.978,1.219,0.304,1.204,2.326,2.632,21.978,21.429,12.091,-0.346,-0.088,-0.183,-0.083,-0.229,-0.119,-0.284
"101","23-.104-.019-.","Quedius_xanthopus","Staphylinidae",1,NA,1,1,"*","mh",0,"","",8.5,142.56,14.012,10.602,2.026,1.496,0.738,1.566,1.423,1.506,1.757,1.882,1.156,6.523,2.678,13.275,2.436,1.056,2.098,1.063,0.172,0.162,0.515,0.15,1.182,0.488,0.847,1.265,0.396,1.074,1.298,0.343,1.303,0,2.421,14.706,17.045,8.543,-0.654,-0.123,-0.431,0.154,-0.446,-0.308,-0.129
"102","23-.104-.020-.","Quedius_scitus","Staphylinidae",1,NA,1,1,"*","mh",0,"","",7,137.07,6.744,8.78,1.586,1.304,0.822,1.328,1.172,1.314,1.488,1.488,0.714,4.92,2.109,7.828,2.333,0.862,1.651,0.738,0.196,0.266,0.401,0.097,0.943,0.379,0.713,1.056,0.325,0.895,1.182,0.298,1.112,0,0,9.804,24.54,8.586,-0.729,-0.115,-0.552,0.136,-0.5,-0.378,-0.222
"103","23-.104-.024-.","Quedius_plagiatus","Staphylinidae",1,NA,1,1,"*","s",0,"","",7.5,132.12,13.192,10.204,1.946,1.314,0.675,1.627,1.492,1.405,1.691,2.011,1.053,6.014,2.345,10.824,2.565,1.219,2.105,0.939,0.167,0.178,0.623,0.225,1.151,0.393,0.843,1.166,0.398,1.103,1.269,0.341,1.237,0,0,0,29.293,7.323,-0.66,-0.05,-0.479,0.335,-0.438,-0.27,0.093
"104","23-.111-.004-.","Lordithon_trimaculatus","Staphylinidae",3,NA,1,1,"R","es",0,"","",4.75,139.79,3.613,5.273,1.723,1.193,0.693,0.852,0.761,1.039,1.268,1.683,0.874,7.863,2.919,18.031,2.694,0.2,1.554,0.314,0.145,0.462,0.335,0.069,1.045,0.409,0.791,1.269,0.46,1.131,1.474,0.44,1.457,0,1.075,12.935,22.634,9.161,-0.189,-0.09,0.353,-0.823,0.067,0.021,0.023
"105","23-.111-.008-.","Lordithon_pulchellus","Staphylinidae",1,NA,1,1,"2","ss",0,"","",5,148.43,0.62,2.513,1.157,0.825,0.713,0.635,0.557,0.727,0.887,1.324,0.569,3.652,1.392,4.286,2.624,0.145,1.229,0.216,0.07,0.324,0.262,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.268,1.779,NA,1.349,0.077,0.296,0.22,-0.421,NA,0.455,0.398
"106","23-.111-.009-.","Lordithon_speciosus","Staphylinidae",1,NA,1,1,"R","es",0,"","",9,132.28,8.978,8.138,2.224,1.568,0.705,1.568,0.802,1.439,1.59,2.335,1.043,6.98,2.583,14.45,2.702,0.621,2.558,0.467,0.149,0.319,0.409,0.091,1.101,0.338,0.763,1.327,0.367,1.159,1.501,0.352,1.405,0,1.259,12.587,4.04,4.472,-0.323,0.121,-0.137,-0.117,-0.276,0.129,-0.139
"107","23-.1111.001-.","Carphacis_striatus","Staphylinidae",1,NA,1,1,"V","s",0,"","",5,148.5,2.566,4.764,1.452,1.142,0.787,0.871,0.776,1.141,1.338,1.409,0.749,4.409,1.78,6.131,2.477,0.419,1.444,0.266,0.117,0.44,0.347,0.068,0.646,0.278,0.482,0.782,0.329,0.704,0.896,0.258,0.882,0,0,1.319,28.617,7.484,-0.269,0.025,-0.138,0.014,-0.322,0.04,0.145
