"","group.1","group.2","group.3","group.4","Metastudy","original study","Species","J/h","weight [mg]","Temperature  [°C]"
"2921","2921 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Aciculioiditermes  sp. A","0.006480","1.800000","25.0"
"2922","2922 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Bulbitermes  sp. C","0.008280","2.800000","25.0"
"2923","2923 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Havilanditermes atripennis","0.028800","8.000000","25.0"
"2924","2924 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Hospitalitermes hospitalis","0.020160","7.700000","25.0"
"2925","2925 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Nasutitermes longinasus","0.005400","2.600000","25.0"
"2926","2926 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Proaciculitermes  sp. A","0.002880","1.100000","25.0"
"2927","2927 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Proaciculitermes  sp. E","0.005040","2.700000","25.0"
"2928","2928 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Hypotermes xenotermites","0.010440","2.600000","25.0"
"2929","2929 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","McComie & Dhanarjan 1990","Macrotermes carbonarius","0.186480","11.930000","25.0"
"2930","2930 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Macrotermes gilvus","0.019800","7.000000","25.0"
"2931","2931 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Macrotermes malaccensis","0.050760","11.600000","25.0"
"2932","2932 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Microcerotermes dubius","0.010440","2.200000","25.0"
"2933","2933 Arthropoda","Insecta","Isoptera","Termitidae","Chown et al. 2007","Jeeva et al. 1999","Microcerotermes serrula","0.007920","1.900000","25.0"
"2934","2934 Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Gunn 1935","Blatta orientalis","2.001240","325.000000","25.0"
"2935","2935 Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Herreid & Full 1984","Eublaberus posticus","15.190200","2200.000000","25.0"
"2936","2936 Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Full et al. 1990","Periplaneta americana","3.525840","900.000000","25.0"
"2937","2937 Arthropoda","Insecta","Blattodea","Blattidae","Chown et al. 2007","Slater 1927","Periplaneta orientalis","1.108440","165.000000","25.0"
"2938","2938 Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Harvey & Brown 1951","Blatella germanica","0.731880","54.760000","25.0"
"2939","2939 Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Herreid & Full 1984","Byrsotria fumagata","20.104560","4950.000000","25.0"
"2940","2940 Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Herreid & Full 1984","Gromphadorhina chopardi","9.666360","3400.000000","25.0"
"2941","2941 Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Herreid et al.1981","Gromphadorihna portentosa","17.089200","4950.000000","25.0"
"2942","2942 Arthropoda","Insecta","Blattodea","Blattellidae","Chown et al. 2007","Reichle 1968","Parcoblatta  sp.","0.331200","73.000000","25.0"
"2943","2943 Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Herreid & Full 1984","Blaberus discoidalis","14.085360","4080.000000","25.0"
"2944","2944 Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Bartholomew & Lighton 1985","Blaberus giganteus","13.127040","4330.000000","25.0"
"2945","2945 Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Coelho & Moore 1989","Leucophaea maderae","10.454040","2800.000000","25.0"
"2946","2946 Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Coelho & Moore 1989","Nauphoeta cinerea","2.635920","510.000000","25.0"
"2947","2947 Arthropoda","Insecta","Blattodea","Blaberidae","Chown et al. 2007","Marais & Chown 2003","Perisphaeria  sp.","0.708480","324.100000","25.0"
"2948","2948 Arthropoda","Insecta","Mantodea","Mantidae","Chown et al. 2007","Chown lab unpublished data","Sphodromantis gastrica","2.201760","335.700000","25.0"
"2949","2949 Arthropoda","Insecta","Mantophasmatodea","Austrophasmatidae","Chown et al. 2007","Chown lab unpublished data","Karoophasma biedouwensis","1.144440","103.950000","25.0"
"2950","2950 Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Bailey et al. 1993","Oecanthus quadripunctatus","0.483480","50.000000","25.0"
"2951","2951 Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Zachariassen et al. 1988","Enyaliopsis petersi","5.492520","750.000000","25.0"
"2952","2952 Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Zachariassen et al. 1988","Eugaster loricatus","6.343560","1580.000000","25.0"
"2953","2953 Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Nespolo et al. 2003","Hophlosphyrum griseus","0.287640","36.200000","25.0"
"2954","2954 Arthropoda","Insecta","Orthoptera","Gryliidae","Chown et al. 2007","Van Hook 1971","Pternonemobius fasciatus","1.690200","26.170000","25.0"
"2955","2955 Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Hack 1997","Acheta domesticus","4.098960","369.000000","25.0"
"2956","2956 Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Full et al. 1990","Teleogryllus commodus","20.472840","950.000000","25.0"
"2957","2957 Arthropoda","Insecta","Orthoptera","Gryllidae","Chown et al. 2007","Bailey et al. 1993","Anurogryllis arboreus","1.983240","310.000000","25.0"
"2958","2958 Arthropoda","Insecta","Orthoptera","Gryllacrididae","Chown et al. 2007","Mispagel 1981","Ceuthophilis fossor","2.943360","70.150000","25.0"
"2959","2959 Arthropoda","Insecta","Orthoptera","Gryllacrididae","Chown et al. 2007","Reichle 1968","Ceuthophilis gracilipes","1.956960","259.100000","25.0"
"2960","2960 Arthropoda","Insecta","Orthoptera","Gryllotalpidae","Chown et al. 2007","Kavanagh 1987","Gryllotalpa australis","8.048160","874.000000","25.0"
"2961","2961 Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Van Hook 1971","Conocephalus fasciatus","2.581560","51.370000","25.0"
"2962","2962 Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Stevens & Josephson 1977","Euconocephalus nasutus","3.696120","650.000000","25.0"
"2963","2963 Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Mispagel 1981","Insara covilleae","5.879160","92.600000","25.0"
"2964","2964 Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Stevens & Josephson 1977","Neoconocephalus robustus","13.427640","870.000000","25.0"
"2965","2965 Arthropoda","Insecta","Orthoptera","Tettigoniidae","Chown et al. 2007","Bailey et al. 1993","Requena verticalis","2.458800","370.000000","25.0"
"2966","2966 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Anconia integra","9.518760","816.700000","25.0"
"2967","2967 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Bootettix punctatus","1.312920","47.010000","25.0"
"2968","2968 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Bailey & Riegert 1973","Encoptolophus s. costalis","1.665360","174.600000","25.0"
"2969","2969 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Loveridge & Bursell 1975","Locusta migratoria migratorioides","17.762400","1500.000000","25.0"
"2970","2970 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Harrison et al. 1991","Melanoplus bivittatus","18.205200","1650.000000","25.0"
"2971","2971 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Melanoplus complanipes","2.247480","141.550000","25.0"
"2972","2972 Arthropoda","Insecta","Orthoptera","Acridiidae","Chown et al. 2007","Zachariassen et al. 1988","Oedalis instillatus","3.479040","627.000000","25.0"
"2973","2973 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Quinlan & Hadley 1993","Romalea guttata","9.705960","2874.000000","25.0"
"2974","2974 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Quinlan & Hadley 1993","Taeniopoda eques","8.863200","2043.000000","25.0"
"2975","2975 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Massion 1983","Trimerotropis pallidipennis","2.675880","221.350000","25.0"
"2976","2976 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Duke & Crossley 1975","Trimerotropis saxatilis","1.158480","155.000000","25.0"
"2977","2977 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Mispagel 1981","Trimerotropis  sp.","3.627000","145.900000","25.0"
"2978","2978 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Massion 1983","Trimerotropis suffusa","3.262320","297.500000","25.0"
"2979","2979 Arthropoda","Insecta","Orthoptera","Acrididae","Chown et al. 2007","Ashby 1997","Xanthippus corallipes","27.030600","2302.200000","25.0"
"2980","2980 Arthropoda","Insecta","Orthoptera","Tanaoceridae","Chown et al. 2007","Mispagel 1981","Tanaocerus koebeli","2.253240","102.500000","25.0"
"2981","2981 Arthropoda","Insecta","Orthoptera","Acridiidae","Chown et al. 2007","Zachariassen et al. 1988","Xiphoceriana  sp.","2.674800","1568.000000","25.0"
"2982","2982 Arthropoda","Insecta","Dermaptera","Carcinophoridae","Chown et al. 2007","Chown lab unpublished data","Euborellia annulipes","0.298440","31.760000","25.0"
"2983","2983 Arthropoda","Insecta","Hemiptera","Psyllidae","Chown et al. 2007","Mispagel 1981","Unknown genus","0.020160","0.160000","25.0"
"2984","2984 Arthropoda","Insecta","Hemiptera","Pseudococcidae","Chown et al. 2007","Keister & Buck 1964","Pseudococcus citri","0.040680","1.300000","25.0"
"2985","2985 Arthropoda","Insecta","Hemiptera","Cercopidae","Chown et al. 2007","Hinton 1971","Neophilaenus lineatus","0.110160","1.910000","25.0"
"2986","2986 Arthropoda","Insecta","Hemiptera","Cercopidae","Chown et al. 2007","Wiegert 1964","Philaenus spumarius","0.214200","3.930000","25.0"
"2987","2987 Arthropoda","Insecta","Hemiptera","Cicadidae","Chown et al. 2007","Mac Nally & Doolan 1982","Cystosoma saundersii","8.442360","1158.000000","25.0"
"2988","2988 Arthropoda","Insecta","Hemiptera","Cicadidae","Chown et al. 2007","Hadley et al. 1991","Diceroprocta apache","5.778720","622.000000","25.0"
"2989","2989 Arthropoda","Insecta","Hemiptera","Cicadidae","Chown et al. 2007","Bartholomew & Barnhart 1984","Fidicina mannifera","34.883662","2840.000000","25.0"
"2990","2990 Arthropoda","Insecta","Hemiptera","Membracidae","Chown et al. 2007","Mispagel 1981","Multareoides bifurcatus","0.054720","1.340000","25.0"
"2991","2991 Arthropoda","Insecta","Hemiptera","Issidae","Chown et al. 2007","Mispagel 1981","Hysteropterum  sp.","0.145080","1.710000","25.0"
"2992","2992 Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Phytocoris nigripubescens","0.110880","1.270000","25.0"
"2993","2993 Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Slaterocoris  sp.","0.061920","0.860000","25.0"
"2994","2994 Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Unknown genus","0.043200","0.510000","25.0"
"2995","2995 Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Unknown genus","0.262440","3.560000","25.0"
"2996","2996 Arthropoda","Insecta","Hemiptera","Miridae","Chown et al. 2007","Mispagel 1981","Unknown genus","0.126000","3.850000","25.0"
"2997","2997 Arthropoda","Insecta","Hemiptera","Reduviidae","Chown et al. 2007","Bradley et al. 2003","Rhodnius prolixus","0.333720","66.750000","25.0"
"2998","2998 Arthropoda","Insecta","Hemiptera","Nabidae","Chown et al. 2007","Mispagel 1981","Unknown genus","0.093240","1.890000","25.0"
"2999","2999 Arthropoda","Insecta","Hemiptera","Pentatomidae","Chown et al. 2007","Mispagel 1981","Dendrocoris contaminatus","0.094320","11.000000","25.0"
"3000","3000 Arthropoda","Insecta","Hemiptera","Coreidae","Chown et al. 2007","Mispagel 1981","Unknown genus","1.477800","66.700000","25.0"
"3001","3001 Arthropoda","Insecta","Hemiptera","Lygaeidae","Chown et al. 2007","Mispagel 1981","Lygus kalmii","0.526680","10.170000","25.0"
"3002","3002 Arthropoda","Insecta","Hemiptera","Neididae","Chown et al. 2007","Mispagel 1981","Unknown genus","0.101160","0.950000","25.0"
"3003","3003 Arthropoda","Insecta","Megaloptera","Corydalidae","Chown et al. 2007","Brown & Fitzpatrick 1978","Corydalis cornutus","17.008200","326.000000","25.0"
"3004","3004 Arthropoda","Insecta","Coleoptera","Histeridae","Chown et al. 2007","Mispagel 1981","Saprinus  sp.","0.235440","8.210000","25.0"
"3005","3005 Arthropoda","Insecta","Coleoptera","Hydrophilidae","Chown et al. 2007","Holter & Spangenberg 1997","Sphaeridium lunatum","0.631800","34.000000","25.0"
"3006","3006 Arthropoda","Insecta","Coleoptera","Staphilinidae","Chown et al. 2007","Engelmann 1961","Species 3","0.001080","0.090000","25.0"
"3007","3007 Arthropoda","Insecta","Coleoptera","Passalidae","Chown et al. 2007","Reichle 1968","Popilius disjunctus","5.801760","1630.500000","25.0"
"3008","3008 Arthropoda","Insecta","Coleoptera","Passalidae","Chown et al. 2007","Bartholomew & Casey 1977","Popilius  sp.","2.877840","563.000000","25.0"
"3009","3009 Arthropoda","Insecta","Coleoptera","Trogidae","Chown et al. 2007","Bosch et al. 2000","Omorgus radula","0.410760","207.000000","25.0"
"3010","3010 Arthropoda","Insecta","Coleoptera","Geotrupiidae","Chown et al. 2007","Engelmann 1961","Geotrupes  sp.","2.447280","160.300000","25.0"
"3011","3011 Arthropoda","Insecta","Coleoptera","Geotrupidae","Chown et al. 2007","Holter & Spangenberg 1997","Geotrupes spiniger","17.805960","825.000000","25.0"
"3012","3012 Arthropoda","Insecta","Coleoptera","Aphodiidae","Chown et al. 2007","Holter & Spangenberg 1997","Aphodius contaminatus","0.373320","14.000000","25.0"
"3013","3013 Arthropoda","Insecta","Coleoptera","Aphodiidae","Chown et al. 2007","Chown & Holter 2000","Aphodius fossor","0.967680","121.300000","25.0"
"3014","3014 Arthropoda","Insecta","Coleoptera","Aphodiidae","Chown et al. 2007","Holter & Spangenberg 1997","Aphodius rufipes","1.378440","84.000000","25.0"
"3015","3015 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius distinctus","0.377640","7.800000","25.0"
"3016","3016 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius fimetarius","0.674280","30.900000","25.0"
"3017","3017 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius prodromus","0.601200","13.800000","25.0"
"3018","3018 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Holter 1982","Aphodius rufus","0.613440","209.000000","25.0"
"3019","3019 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Anomala  sp.","0.493200","100.000000","25.0"
"3020","3020 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Pelidnota  sp.","5.441400","1091.500000","25.0"
"3021","3021 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Coeloesis biloba","13.407120","3735.000000","25.0"
"3022","3022 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Strategus aloeus","18.538560","5050.000000","25.0"
"3023","3023 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Cyclocephala  sp.","2.133000","246.000000","25.0"
"3024","3024 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Dyscinetus  sp.","1.690560","390.000000","25.0"
"3025","3025 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Bartholomew & Casey 1977","Phileurus  sp.","5.625360","3501.000000","25.0"
"3026","3026 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Sisiyphys fasciculatus","1.350360","136.000000","25.0"
"3027","3027 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Anachalcos convexus","5.543280","1421.000000","25.0"
"3028","3028 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Circellium bacchus","14.462280","7285.000000","25.0"
"3029","3029 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Chown et al. 1995","Pachylomerus femoralis","15.415920","4915.000000","25.0"
"3030","3030 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Duncan & Byrne 2000","Scarabaeus flavicornis","1.741320","322.000000","25.0"
"3031","3031 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Chown & Davis 2003","Scarabaeus galenus","3.174120","1681.000000","25.0"
"3032","3032 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus westwoodi","4.768920","1780.000000","25.0"
"3033","3033 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus rusticus","2.506320","1070.000000","25.0"
"3034","3034 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus gariepinus","1.036800","1140.000000","25.0"
"3035","3035 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus striatum","1.017360","790.000000","25.0"
"3036","3036 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Davis et al. 2000","Scarabaeus hippocrates","2.239560","2010.000000","25.0"
"3037","3037 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Morgan 1987","Pleocoma australis","11.659680","940.000000","25.0"
"3038","3038 Arthropoda","Insecta","Coleoptera","Scarabaeidae","Chown et al. 2007","Zachariassen et al. 1988","Leucocelis elegans","1.213200","80.000000","25.0"
"3039","3039 Arthropoda","Insecta","Coleoptera","Byrrhidae","Chown et al. 2007","Strømme et al.1986","Simplocaria metallica","0.001800","2.850000","25.0"
