domain,phylum,Species,original.species,min.mass.g,max.mass.g,a,b,Temp.scaling,air.or.water,mass.type,K..1.y.,Linfinity,Temp.growth,annual.repro.g,tmax,Wmax,Reference,notes
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.6903,12,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.8128,4,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.753,2,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.8471,4,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.7221,5,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.7469,7,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.7749,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.6232,15,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Asellus_aquaticus,Asellus_aquaticus,2.00E-05,0.00917,NA,0.7151,18,aquatic,dry,NA,NA,NA,NA,NA,NA,Adcock (1982),ready for digitisation
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,NA,NA,NA,0.9957582,16,aerial,dry,NA,NA,NA,NA,NA,NA,Alton et al. (2017),ready for digitisation
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,NA,NA,NA,0.9947382,20.5,aerial,dry,NA,NA,NA,NA,NA,NA,Alton et al. (2017),ready for digitisation
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,NA,NA,NA,0.9484277,25,aerial,dry,NA,NA,NA,NA,NA,NA,Alton et al. (2017),ready for digitisation
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,NA,NA,NA,0.3477915,16,aerial,dry,NA,NA,NA,NA,NA,NA,Alton et al. (2017),ready for digitisation
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,NA,NA,NA,1.582321,20.5,aerial,dry,NA,NA,NA,NA,NA,NA,Alton et al. (2017),ready for digitisation
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,NA,NA,NA,0.5830099,25,aerial,dry,NA,NA,NA,NA,NA,NA,Alton et al. (2017),ready for digitisation
Eukaryota,Arthropoda,Parasteatoda_tepidariorum,Achaearanea_tepidariorum,0.002,0.166,0.4557,0.93,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Argyrodes_elevatus,Argyrodes_elevatus,0.0042,0.0196,0.572,1.04,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Faiditus_globosus,Argyrodes_globosus,0.0014,0.0056,0.672,0.8,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Neospintharus_trigonum,Argyrodes_trigonum_,7.00E-04,0.015,0.3927,1.19,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Latrodectus_bishopi,Latrodectus_bishopi,4.00E-04,0.563,0.4788,0.76,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Latrodectus_mactans,Latrodectus_mactans,0.0024,0.435,0.5621,0.77,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Latrodectus_variolus,Latrodectus_variolus,6.00E-04,0.87,0.4675,0.85,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Theridula_opulenta,Theridula_opulenta,5.00E-04,0.0052,0.6,0.75,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Tidarren_sisyphoides,Tidarren_sisyphoides,0.0015,0.158,0.4664,0.88,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1994),no temperature dependence 
Eukaryota,Arthropoda,Misumenoides_formosipes,Misumenoides_formosipes,0.011,0.154,0.434,0.7,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1996),no temperature dependence 
Eukaryota,Arthropoda,Mecaphesa_celer,Misumenops_celer,0.004,0.076,0.4402,0.71,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1996),no temperature dependence 
Eukaryota,Arthropoda,Xysticus_funestus,Xysticus_funestus,0.0048,0.055,0.2552,0.88,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1996),no temperature dependence 
Eukaryota,Arthropoda,Pelegrina_galathea,Pelegrina_galathea,0.0026,0.014,0.3024,0.48,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1996),no temperature dependence 
Eukaryota,Arthropoda,Phidippus_audax,Phidippus_audax,0.0039,0.338,0.405,0.81,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1996),no temperature dependence 
Eukaryota,Arthropoda,Phidippus_pulcherrimus,Phidippus_pulcherrimus,0.012,0.096,0.289,0.85,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1996),no temperature dependence 
Eukaryota,Arthropoda,Colonus_sylvanus,Thiodina_sylvana,0.024,0.11,0.273,0.91,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson (1996),no temperature dependence 
Eukaryota,Arthropoda,Sphodros_abboti,Sphodros_abboti,0.022,0.625,0.07708,0.94,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Liphistius_batuensis,Liphistius_batuensis,0.049,0.474,0.0224,1.12,25,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Liphistius_malayanus,Liphistius_malayensis,0.134,3.1,0.04738,1.03,25,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Kukulcania_hibernalis,Filistata_hibernalis,0.026,0.655,0.06298,0.94,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Hogna_lenta,Hogna_lenta,0.025,0.97,0.4275,0.95,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Acanthepeira_stellata,Acanthepeira_stellata,0.059,0.756,0.163,1,25,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Argiope_aurantia,Argiope_aurantia,0.011,1.445,0.20868,0.94,25,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Metazygia_wittfeldae,Metazygia_wittfeldae,0.032,0.156,0.1221,1.1,20,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Larinioides_cornutus,Nuctenea_cornuta,0.074,0.521,0.04884,1.32,25,aerial,wet,NA,NA,NA,NA,NA,NA,Anderson and Prestwich (1982),no temperature dependence 
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.017127856,0.180319465,0.0294061,0.455,-1.8,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.017308311,0.186763604,0.0323431,0.471,0,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.010945824,0.184131221,0.0379892,0.462,2,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.011146362,0.247531877,0.0521935,0.665,4,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.018315012,0.202471948,0.0569477,0.642,6,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.012168242,0.158228564,0.055712,0.604,8,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.015842242,0.156488578,0.0738175,0.571,10,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Orchomenella_chilensis,Orchomonella_chilensis,0.025138899,0.146919063,0.0480439,0.497,12,aquatic,wet,NA,NA,NA,NA,NA,NA,Armitage (1962),ready for digitisation
Eukaryota,Arthropoda,Nauphoeta_cinerea,Nauphoeta_cinerea,0.004655,0.07984,0.5175024,0.9958964,30,aerial,wet,NA,NA,NA,NA,NA,NA,Beaman (2019),?
Eukaryota,Arthropoda,Nauphoeta_cinerea,Nauphoeta_cinerea,0.398,0.666,0.4383185,0.7315117,30,aerial,wet,NA,NA,NA,NA,NA,NA,Beaman (2019),?
Eukaryota,Arthropoda,Nauphoeta_cinerea,Nauphoeta_cinerea,0.468,0.85,0.4049445,0.7246331,30,aerial,wet,NA,NA,NA,NA,NA,NA,Beaman (2019),?
Eukaryota,Arthropoda,Nauphoeta_cinerea,Nauphoeta_cinerea,0.004655,0.85,0.4860875,0.9806758,30,aerial,wet,NA,NA,NA,NA,NA,NA,Beaman (2019),?
Eukaryota,Arthropoda,Drosophila_melanogaster,Drosophila_melanogaster,0.00055,0.00123,NA,0.96,25,aerial,wet,NA,NA,NA,NA,NA,NA,Berrigan and Partridge (1997),no temperature dependence 
Eukaryota,Arthropoda,Blaberus_discoidalis,Blaberus_discoidalis,0.04,4.8,0.1896,0.826,25,aerial,wet,NA,NA,NA,NA,NA,NA,Birchard and Arendse (2001),no temperature dependence 
Eukaryota,Arthropoda,Bombyx_mori,Bombyx_mori,0.00045,1.84,0.3267,0.82,25,aerial,wet,NA,NA,NA,NA,NA,NA,Blossman-Myer and Burggren (2010),no temperature dependence 
Eukaryota,Arthropoda,Metacarcinus_magister,Cancer_magister,0.033,495.4,0.1815516,0.617,10,aquatic,wet,NA,NA,NA,NA,NA,NA,Brown and Terwilliger (1999),crab
Eukaryota,Arthropoda,Metacarcinus_magister,Cancer_magister,0.033,495.4,0.2037042,0.56,10,aquatic,wet,NA,NA,NA,NA,NA,NA,Brown and Terwilliger (1999),crab
Eukaryota,Arthropoda,Metacarcinus_magister,Cancer_magister,0.033,495.4,0.2137962,0.567,10,aquatic,wet,NA,NA,NA,NA,NA,NA,Brown and Terwilliger (1999),crab
Eukaryota,Arthropoda,Metacarcinus_magister,Cancer_magister,0.033,495.4,0.472063,0.584,20,aquatic,wet,NA,NA,NA,NA,NA,NA,Brown and Terwilliger (1999),crab
Eukaryota,Arthropoda,Metacarcinus_magister,Cancer_magister,0.033,495.4,0.4819478,0.565,20,aquatic,wet,NA,NA,NA,NA,NA,NA,Brown and Terwilliger (1999),crab
Eukaryota,Arthropoda,Metacarcinus_magister,Cancer_magister,0.033,495.4,0.4518559,0.56,20,aquatic,wet,NA,NA,NA,NA,NA,NA,Brown and Terwilliger (1999),crab
Eukaryota,Arthropoda,Lithodes_maja,Lithodes_maja,231.5,8441.7,NA,0.768,6,aquatic,wet,NA,NA,NA,NA,NA,NA,Brown et al. (2017),no temperature dependence 
Eukaryota,Arthropoda,Polydesmus_complanatus,Polydesmus_complanatus,NA,NA,0.157,0.79,22,aerial,wet,NA,NA,NA,NA,NA,NA,"Byzova (2007), cited in Hoste-Dany_ow et al (2013)",no temperature dependence 
Eukaryota,Arthropoda,Anabrus_simplex,Anabrus_simplex,NA,NA,0.2094842,0.566,10,aerial,wet,NA,NA,NA,NA,NA,NA,Chappell et al. (2009),ready for digitisation
Eukaryota,Arthropoda,Anabrus_simplex,Anabrus_simplex,NA,NA,3.1633792,0.566,40,aerial,wet,NA,NA,NA,NA,NA,NA,Chappell et al. (2009),ready for digitisation
Eukaryota,Arthropoda,Anoplolepis_steingroeveri,Anoplolepis_steinergroeveri,0.00094,0.01048,0.0366788,0.6047,20,aerial,wet,NA,NA,NA,NA,NA,NA,Chown et al. (2007),no temperature dependence
Eukaryota,Arthropoda,Atta_columbica,Atta_columbica,0.0036,0.0333,0.073065,0.6395,25,aerial,wet,NA,NA,NA,NA,NA,NA,Chown et al. (2007),no temperature dependence
Eukaryota,Arthropoda,Camponotus_fulvopilosus,Camponotus_fulvopilosus,0.01085,0.1553,0.0557942,0.5835,25,aerial,wet,NA,NA,NA,NA,NA,NA,Chown et al. (2007),no temperature dependence
Eukaryota,Arthropoda,Camponotus_maculatus,Camponotus_maculatus,0.0077,0.1292,0.0456236,0.5992,20,aerial,wet,NA,NA,NA,NA,NA,NA,Chown et al. (2007),no temperature dependence
Eukaryota,Arthropoda,Eciton_hamatum,Eciton_hamatum,0.00206,0.02388,0.3348163,0.8372,28,aerial,wet,NA,NA,NA,NA,NA,NA,Chown et al. (2007),no temperature dependence
Eukaryota,Arthropoda,Formica_rufa,Formica_rufa,0.0042,0.0193,0.0797673,0.6841,25,aerial,wet,NA,NA,NA,NA,NA,NA,Chown et al. (2007),no temperature dependence
Eukaryota,Arthropoda,Messor_pergandei,Messor_pergandei,0.00133,0.0097,0.0807368,0.6063,30,aerial,wet,NA,NA,NA,NA,NA,NA,Chown et al. (2007),no temperature dependence
Eukaryota,Arthropoda,Macrobrachium_tolmerum,Macrobrachium_tolmerum,1.292864559,4.27809082,NA,0.6088846,21,aquatic,wet,NA,NA,NA,NA,NA,NA,Crispin and White (2013),no temperature dependence
Eukaryota,Arthropoda,Macrobrachium_tolmerum,Macrobrachium_tolmerum,0.762424721,8.097171416,NA,0.6147099,21,aquatic,wet,NA,NA,NA,NA,NA,NA,Crispin and White (2013),no temperature dependence
Eukaryota,Arthropoda,Macrobrachium_tolmerum,Macrobrachium_tolmerum,0.798147823,13.73059616,NA,0.6129365,21,aquatic,wet,NA,NA,NA,NA,NA,NA,Crispin and White (2013),no temperature dependence
Eukaryota,Arthropoda,Manduca_sexta,Maduca_sexta,0.004,8.653,0.5357967,0.91,28,aerial,wet,NA,NA,NA,NA,NA,NA,Dahlman and Herald (1971),not sure relevant - infection effects on MR
Eukaryota,Arthropoda,Manduca_sexta,Maduca_sexta,0.004,0.5,1.3772095,1.005,28,aerial,wet,NA,NA,NA,NA,NA,NA,Dahlman and Herald (1971),not sure relevant - infection effects on MR
Eukaryota,Arthropoda,Manduca_sexta,Maduca_sexta,0.004,1.611,1.9098533,1.036,28,aerial,wet,NA,NA,NA,NA,NA,NA,Dahlman and Herald (1971),not sure relevant - infection effects on MR
Eukaryota,Arthropoda,Manduca_sexta,Maduca_sexta,0.004,1.611,1.3614447,1.003,28,aerial,wet,NA,NA,NA,NA,NA,NA,Dahlman and Herald (1971),not sure relevant - infection effects on MR
Eukaryota,Arthropoda,Manduca_sexta,Maduca_sexta,0.004,1.611,0.7396053,0.944,28,aerial,wet,NA,NA,NA,NA,NA,NA,Dahlman and Herald (1971),not sure relevant - infection effects on MR
Eukaryota,Arthropoda,Manduca_sexta,Maduca_sexta,0.492,8.653,0.1030386,0.666,28,aerial,wet,NA,NA,NA,NA,NA,NA,Dahlman and Herald (1971),not sure relevant - infection effects on MR
Eukaryota,Arthropoda,Manduca_sexta,Maduca_sexta,1.044,8.653,0.0574116,0.552,28,aerial,wet,NA,NA,NA,NA,NA,NA,Dahlman and Herald (1971),not sure relevant - infection effects on MR
Eukaryota,Arthropoda,Thermobia_domestica,Thermobia_domestica,0.007,0.04,0.0887156,0.793,25,aerial,wet,NA,NA,NA,NA,NA,NA,DeVries and Appel (2013),ready for digitisation
Eukaryota,Arthropoda,Thermobia_domestica,Thermobia_domestica,3.00E-05,0.007,0.2432204,1,25,aerial,wet,NA,NA,NA,NA,NA,NA,DeVries and Appel (2013),ready for digitisation
Eukaryota,Arthropoda,Lepisma_saccharina,Lepisma_saccharina,0.007,0.04,0.1367729,0.899,25,aerial,wet,NA,NA,NA,NA,NA,NA,DeVries and Appel (2013),ready for digitisation
Eukaryota,Arthropoda,Lepisma_saccharina,Lepisma_saccharina,3.00E-05,0.007,0.121899,0.877,25,aerial,wet,NA,NA,NA,NA,NA,NA,DeVries and Appel (2013),ready for digitisation
Eukaryota,Arthropoda,Cimex_lectularius,Cimex_lectularius,7.00E-05,0.006,NA,0.984,25,aerial,dry,NA,NA,NA,NA,NA,NA,DeVries et al. (2013),digistised 
Eukaryota,Arthropoda,Gondogeneia_antarctica,Gondogeneia_antarctica,0.00045,0.0222,NA,0.62,1,aquatic,dry,NA,NA,NA,NA,NA,NA,Doyle et al. (2012),no temperature dependence
Eukaryota,Arthropoda,Porcellio_laevis,Porcellio_laevis,0.012,0.108,0.090469,0.7085,25,aerial,wet,NA,NA,NA,NA,NA,NA,Edney (1964),no temperature dependence
Eukaryota,Arthropoda,Armadillidium_vulgare,Armadillidium_vulgare,0.004,0.144,0.0615177,0.624,20,aerial,wet,NA,NA,NA,NA,NA,NA,Edney (1964),no temperature dependence
Eukaryota,Arthropoda,Mesocyclops_brasilianus,Mesocyclops_brasilianus,NA,NA,NA,0.89,24,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1979),ready for digitisation
Eukaryota,Arthropoda,Mesocyclops_brasilianus,Mesocyclops_brasilianus,NA,NA,NA,1.06,26,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1979),ready for digitisation
Eukaryota,Arthropoda,Mesocyclops_brasilianus,Mesocyclops_brasilianus,NA,NA,NA,1.01,28,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1979),ready for digitisation
Eukaryota,Arthropoda,Mesocyclops_brasilianus,Mesocyclops_brasilianus,NA,NA,NA,0.56,22,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1979),ready for digitisation
Eukaryota,Arthropoda,Mesocyclops_brasilianus,Mesocyclops_brasilianus,NA,NA,NA,0.58,24,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1979),ready for digitisation
Eukaryota,Arthropoda,Mesocyclops_brasilianus,Mesocyclops_brasilianus,NA,NA,NA,0.59,26,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1979),ready for digitisation
Eukaryota,Arthropoda,Mesocyclops_brasilianus,Mesocyclops_brasilianus,NA,NA,NA,0.53,28,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1979),ready for digitisation
Eukaryota,Arthropoda,Notodiaptomus_henseni,Notodiaptomus_venezolanus,NA,NA,NA,1.09,24,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1980),ready for digitisation
Eukaryota,Arthropoda,Notodiaptomus_henseni,Notodiaptomus_venezolanus,NA,NA,NA,0.75,24,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1980),ready for digitisation
Eukaryota,Arthropoda,Thermocyclops_hyalinus,Thermocyclops_hyalinus,NA,NA,NA,0.87,28,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1980),ready for digitisation
Eukaryota,Arthropoda,Thermocyclops_hyalinus,Thermocyclops_hyalinus,NA,NA,NA,0.26,28,aquatic,dry,NA,NA,NA,NA,NA,NA,Epp and Lewis (1980),ready for digitisation
Eukaryota,Arthropoda,Cranuca_inversa,Uca_inversa,0.95,6.1,0.0277491,0.623,15,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Cranuca_inversa,Uca_inversa,0.95,6.1,0.0468002,0.568,20,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Cranuca_inversa,Uca_inversa,0.95,6.1,0.0783877,0.623,25,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Cranuca_inversa,Uca_inversa,0.95,6.1,0.1483365,0.512,30,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Cranuca_inversa,Uca_inversa,0.95,6.1,0.2324064,0.506,35,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Cranuca_inversa,Uca_inversa,0.95,6.1,0.455248,0.61,40,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Metopograpsus_messor,Metopograpsus_messor,2.75,12.51,0.07678,0.563,15,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Metopograpsus_messor,Metopograpsus_messor,2.75,12.51,0.1052563,0.558,20,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Metopograpsus_messor,Metopograpsus_messor,2.75,12.51,0.1549701,0.534,25,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Metopograpsus_messor,Metopograpsus_messor,2.75,12.51,0.2234848,0.537,30,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Metopograpsus_messor,Metopograpsus_messor,2.75,12.51,0.2987088,0.572,35,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Metopograpsus_messor,Metopograpsus_messor,2.75,12.51,0.4057402,0.547,40,aerial,wet,NA,NA,NA,NA,NA,NA,Eshky et al. (1996),crab
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.57,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.57,16,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.75,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.4,16,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Gammarus_insensibilis,Gammarus_insensibilis,NA,NA,NA,0.58,18,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Gammarus_insensibilis,Gammarus_insensibilis,NA,NA,NA,0.5,22,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Gammarus_insensibilis,Gammarus_insensibilis,NA,NA,NA,0.57,18,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Gammarus_insensibilis,Gammarus_insensibilis,NA,NA,NA,0.3,22,aquatic,dry,NA,NA,NA,NA,NA,NA,Gjoni et al. (2020),only 2 temperatures but could be useful for individual-level data
Eukaryota,Arthropoda,Daphnia_magna,Daphnia_magna,NA,NA,NA,0.86,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier (1991),no temperature dependence 
Eukaryota,Arthropoda,Daphnia_magna,Daphnia_magna,NA,NA,NA,0.949,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier and Calow (1992),no temperature dependence 
Eukaryota,Arthropoda,Daphnia_magna,Daphnia_magna,NA,NA,NA,0.919,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier and Calow (1992),no temperature dependence 
Eukaryota,Arthropoda,Daphnia_magna,Daphnia_magna,NA,NA,NA,1,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier and Calow (1992),no temperature dependence 
Eukaryota,Arthropoda,Daphnia_magna,Daphnia_magna,NA,NA,NA,0.935,20,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier and Calow (1992),no temperature dependence 
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.764,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2011),no temperature dependence 
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.765,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2011),no temperature dependence 
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.617,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2011),no temperature dependence 
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.614,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2011),no temperature dependence 
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,NA,NA,NA,0.541,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2011),no temperature dependence 
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,0.06,8,NA,0.884,4,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2020),ready for digitisation
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,0.06,8,NA,0.783,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2020),ready for digitisation
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,0.06,8,NA,0.524,16,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2020),ready for digitisation
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,0.06,8,NA,0.567,4,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2020),ready for digitisation
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,0.06,8,NA,0.85,10,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2020),ready for digitisation
Eukaryota,Arthropoda,Gammarus_minus,Gammarus_minus,0.06,8,NA,0.932,16,aquatic,dry,NA,NA,NA,NA,NA,NA,Glazier et al. (2020),ready for digitisation
Eukaryota,Arthropoda,Leptograpsus_variegatus,Leptograpsus_variegatus,4.7,57,0.137088,0.854,25,aerial,wet,NA,NA,NA,NA,NA,NA,Greenaway et al. (1992),no temperature dependence 
Eukaryota,Arthropoda,Abax_ovalis,Abax_ovalis,0.09276,0.25332,0.1325883,0.5758581,20,aerial,wet,NA,NA,NA,NA,NA,NA,Gudowska et al. (2017) - in paper,no temperature dependence 
